"","belongs_to_collection","budget","original_language","production_companies","revenue","runtime","famous_count","Drama","Action","Romance","Adventure","Crime","Science.Fiction","Horror","Family","Fantasy","Animation","History","Documentary","Western","Foreign"
"3780","FALSE",1.7e+07,"English","Smaller company",9627492,82,1,"0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"3781","FALSE",1e+07,"English","Smaller company",303877,127,1,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"3782","FALSE",8500000,"English","Smaller company",250993,95,2,"1","0","0","1","0","0","0","1","0","0","0","0","0","0"
"3783","FALSE",6.8e+07,"English","Smaller company",68267862,98,8,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3784","FALSE",1.1e+08,"English","Smaller company",125537191,114,4,"0","1","0","1","0","1","0","0","0","0","0","0","0","0"
"3785","FALSE",4.2e+07,"English","Smaller company",180274123,113,2,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3786","TRUE",1.45e+08,"English","NBCUniversal",746921274,93,10,"0","0","0","0","0","0","0","1","0","1","0","0","0","0"
"3787","FALSE",250000,"English","Smaller company",1e+06,62,0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3788","FALSE",7.5e+07,"English","Warner Bros. Entertainment",59418613,123,10,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"3789","FALSE",1.5e+07,"English","Smaller company",868439,119,2,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"3790","FALSE",5e+06,"English","Smaller company",1189612,90,4,"0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"3791","FALSE",1.95e+08,"English","Warner Bros. Entertainment",197687603,114,9,"0","1","0","0","0","0","0","1","1","0","0","0","0","0"
"3792","FALSE",5e+06,"English","Smaller company",34564651,107,3,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3793","FALSE",130000,"English","Smaller company",1596,70,1,"0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"3794","FALSE",1.45e+08,"English","NBCUniversal",306941670,97,5,"0","0","0","0","0","0","0","1","1","1","0","0","0","0"
"3795","FALSE",4e+06,"English","Smaller company",25345000,99,0,"0","1","0","1","1","0","0","0","0","0","0","0","0","0"
"3796","FALSE",2200000,"Asia","Smaller company",31500000,125,0,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3797","FALSE",2e+07,"English","Smaller company",32204030,95,3,"0","1","0","0","0","1","0","0","0","0","0","0","0","0"
"3798","FALSE",1.7e+07,"English","Smaller company",73244881,111,5,"0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"3799","FALSE",1900000,"Europe","Sony Pictures Entertainment",2070806,104,0,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"3800","FALSE",12500000,"English","Smaller company",1353868,107,7,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3801","FALSE",6900000,"English","Smaller company",44287131,101,2,"0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"3802","TRUE",3e+06,"English","Smaller company",77712439,110,3,"0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"3803","FALSE",4.5e+07,"English","Smaller company",82966152,131,4,"1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"3804","FALSE",1e+07,"English","Smaller company",4417580,83,7,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3805","FALSE",2.6e+07,"English","Smaller company",53676580,115,9,"1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"3806","TRUE",2.2e+07,"English","The Walt Disney Studios",77112176,94,2,"0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"3807","FALSE",3.5e+07,"English","Smaller company",116980662,97,5,"0","0","1","0","0","0","1","0","0","0","0","0","0","0"
"3808","TRUE",4.5e+07,"English","The Walt Disney Studios",376141306,91,6,"0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"3809","FALSE",1.4e+07,"English","Paramount Global",11417362,87,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3810","FALSE",6e+07,"English","Smaller company",105200903,113,15,"1","1","0","0","1","0","0","0","0","0","0","0","0","0"
"3811","FALSE",4e+07,"English","Paramount Global",41863726,95,5,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3812","TRUE",1.65e+08,"English","The Walt Disney Studios",471222889,108,16,"0","0","0","1","0","0","0","1","0","1","0","0","0","0"
"3813","FALSE",2.1e+07,"English","Smaller company",205738714,122,9,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"3814","FALSE",6.1e+07,"English","NBCUniversal",441809770,157,6,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"3815","FALSE",3e+07,"English","Sony Pictures Entertainment",114281051,100,6,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"3816","FALSE",1.3e+08,"English","Sony Pictures Entertainment",243843127,100,3,"0","1","0","1","0","1","0","0","0","0","0","0","0","0"
"3817","TRUE",1.45e+08,"English","NBCUniversal",609123048,102,8,"0","1","0","1","0","0","0","1","1","1","0","0","0","0"
"3818","FALSE",1.45e+08,"English","Smaller company",272912430,92,11,"0","0","0","1","0","0","0","1","0","1","0","0","0","0"
"3819","FALSE",1200000,"India","Smaller company",1.6e+07,122,0,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3820","TRUE",5e+06,"English","Paramount Global",142817992,95,0,"0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"3821","TRUE",1.6e+08,"English","NBCUniversal",788679850,130,12,"0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"3822","FALSE",1.02e+08,"English","Smaller company",130482868,172,8,"1","0","0","0","0","1","0","0","0","0","0","0","0","0"
"3823","FALSE",1.6e+07,"English","Smaller company",68263166,94,8,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"3824","FALSE",6e+06,"English","Smaller company",13231461,96,9,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3825","FALSE",2.5e+07,"English","Smaller company",8784318,137,8,"1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"3826","FALSE",350000,"India","Smaller company",6100000,151,0,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"3827","TRUE",8e+06,"English","Smaller company",1653792,91,4,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3828","FALSE",3e+06,"English","Smaller company",11947954,87,7,"0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"3829","FALSE",1800000,"English","Smaller company",21107746,93,0,"1","0","0","0","0","0","0","0","1","0","0","0","0","0"
"3830","FALSE",850000,"English","Smaller company",1243961,85,5,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3831","FALSE",26350000,"English","Smaller company",1576687,94,7,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3832","FALSE",2500000,"English","Smaller company",3325038,85,7,"1","0","0","0","1","1","0","0","0","0","0","0","0","0"
"3833","FALSE",750000,"English","Smaller company",4007792,85,3,"1","0","1","0","0","1","0","0","0","0","0","0","0","0"
"3834","FALSE",6300000,"English","Smaller company",419953,101,2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3835","FALSE",5e+05,"English","Smaller company",376597,85,5,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3836","FALSE",125000,"English","Smaller company",3200000,90,1,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3837","FALSE",5e+05,"English","Smaller company",845188,93,0,"0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"3838","FALSE",11097000,"India","Smaller company",49028000,174,2,"1","1","0","0","1","0","0","0","0","0","0","0","0","0"
"3839","FALSE",1.3e+07,"English","Smaller company",33400000,102,6,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"3840","TRUE",6e+06,"Europe","Smaller company",3.5e+07,110,0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3841","FALSE",8e+05,"Europe","Smaller company",966214,83,0,"0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"3842","FALSE",4e+06,"English","Smaller company",44349000,164,1,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3843","TRUE",12468389,"English","Smaller company",29007412,97,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3844","TRUE",3.3e+07,"English","Smaller company",140470746,99,1,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"3845","FALSE",4e+06,"Europe","Smaller company",911466,96,1,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"3846","FALSE",27563396,"Europe","Smaller company",29193330,148,0,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3847","FALSE",5e+06,"English","Smaller company",9114264,97,5,"1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"3848","FALSE",9e+06,"English","Smaller company",8303261,102,6,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"3849","FALSE",1.6e+07,"India","Smaller company",98900000,168,0,"0","1","0","0","0","1","0","0","0","0","0","0","0","0"
"3850","FALSE",1.2e+07,"English","The Walt Disney Studios",12077441,99,4,"1","0","0","0","0","0","1","0","0","0","0","0","0","0"
"3851","FALSE",1.1e+07,"English","Smaller company",32935319,105,7,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3852","FALSE",1.25e+08,"English","Paramount Global",362637473,139,10,"1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"3853","FALSE",8900000,"Europe","Smaller company",29844753,127,0,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"3854","FALSE",1.5e+07,"English","Smaller company",19422261,110,10,"0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"3855","TRUE",25496629,"Europe","Smaller company",40924982,120,0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3856","FALSE",1e+07,"English","Smaller company",28883511,105,6,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3857","TRUE",1.55e+08,"English","Paramount Global",440603537,126,5,"0","1","0","1","0","1","0","0","0","0","0","0","0","0"
"3858","FALSE",4141459,"Europe","Smaller company",201607,87,0,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3859","TRUE",3.8e+07,"English","Smaller company",98337295,119,4,"0","1","0","0","0","1","0","0","0","0","0","0","0","0"
"3860","FALSE",7e+07,"English","Sony Pictures Entertainment",58058367,116,7,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3861","FALSE",2.4e+07,"English","Smaller company",12096300,134,4,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3862","FALSE",6500000,"English","Smaller company",2401510,116,3,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3863","FALSE",3.1e+07,"English","Paramount Global",161772375,138,6,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3864","FALSE",3e+07,"English","Smaller company",4861022,104,6,"1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"3865","FALSE",5e+06,"English","Smaller company",807947,94,2,"0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"3866","FALSE",3.5e+07,"English","Smaller company",21819348,90,7,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3867","FALSE",1.4e+07,"English","Smaller company",2474000,139,7,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"3868","FALSE",6e+06,"English","Smaller company",32438988,90,31,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3869","FALSE",1.2e+08,"English","Smaller company",609016565,127,2,"1","1","0","1","0","0","0","0","0","0","0","0","0","0"
"3870","FALSE",1e+07,"English","Smaller company",9636289,101,11,"1","0","1","0","0","1","0","0","0","0","0","0","0","0"
"3871","FALSE",1.4e+07,"English","Sony Pictures Entertainment",24637469,116,3,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3872","FALSE",2.5e+07,"English","The Walt Disney Studios",119772232,104,4,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3873","FALSE",5e+05,"English","Smaller company",431326,88,2,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3874","FALSE",8e+06,"Europe","Smaller company",7594693,137,0,"1","0","1","0","0","0","0","0","0","0","1","0","0","0"
"3875","FALSE",2e+06,"Europe","Smaller company",393816,207,0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3876","FALSE",10500000,"English","Smaller company",123509,99,1,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3877","TRUE",4.5e+07,"English","Warner Bros. Entertainment",101702060,93,2,"0","1","0","1","0","1","0","1","0","0","0","0","0","0"
"3878","FALSE",3.5e+07,"English","Smaller company",84606030,137,8,"1","0","0","0","1","0","0","0","0","0","1","0","0","0"
"3879","FALSE",3.5e+07,"English","Smaller company",88058786,134,6,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3880","FALSE",3e+06,"English","Smaller company",3010,90,2,"0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"3881","FALSE",9e+05,"English","Smaller company",25000,97,0,"0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"3882","FALSE",137731,"English","Smaller company",1778391,83,1,"0","0","0","1","0","0","0","1","1","0","0","0","0","0"
"3883","FALSE",930000,"English","Smaller company",30905,100,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3884","FALSE",6200000,"Asia","Smaller company",4820000,113,0,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3885","TRUE",2.1e+08,"English","Paramount Global",1091405097,165,11,"0","1","0","1","0","1","0","0","0","0","0","0","0","0"
"3886","FALSE",250000,"English","Smaller company",23859,97,1,"0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"3887","FALSE",2e+06,"English","Smaller company",13101672,85,0,"0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"3888","FALSE",5e+06,"English","Warner Bros. Entertainment",9206470,100,2,"1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"3889","FALSE",3e+06,"English","Smaller company",13954476,111,0,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3890","TRUE",7.6e+07,"English","NBCUniversal",970761885,98,11,"0","0","0","0","0","0","0","1","0","1","0","0","0","0"
"3891","FALSE",8500000,"English","Smaller company",9747,99,5,"0","1","0","1","1","0","0","0","0","0","0","0","0","0"
"3892","TRUE",1100000,"Asia","Smaller company",4105187,101,0,"0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"3893","TRUE",4.5e+07,"English","Smaller company",30353232,101,4,"0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"3894","FALSE",8e+06,"English","Smaller company",784990,95,2,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"3895","FALSE",2500000,"English","Smaller company",3003,102,3,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3896","TRUE",3.5e+07,"English","NBCUniversal",211952420,123,8,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3897","FALSE",22361,"English","Smaller company",721651,96,0,"1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"3898","FALSE",1.2e+07,"English","Smaller company",9622846,145,2,"1","0","0","0","0","0","0","0","0","0","1","0","0","0"
"3899","FALSE",3.8e+07,"English","Smaller company",90247624,123,3,"1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"3900","FALSE",1.5e+07,"English","Smaller company",19145732,90,3,"1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"3901","TRUE",1.2e+08,"English","Sony Pictures Entertainment",242688965,102,6,"0","1","0","0","0","1","0","0","0","0","0","0","0","0"
"3902","FALSE",15400000,"Europe","Smaller company",25762027,123,1,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"3903","FALSE",1.5e+07,"English","Smaller company",35485608,140,8,"1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"3904","FALSE",13300000,"English","Smaller company",5380251,108,1,"1","0","0","0","0","1","0","0","0","0","0","0","0","0"
"3905","TRUE",1.5e+07,"English","Smaller company",15608545,96,5,"0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"3906","FALSE",1.2e+07,"English","Smaller company",66351,95,6,"1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"3907","FALSE",4e+07,"English","Sony Pictures Entertainment",132820716,157,12,"1","0","0","0","0","0","0","0","0","0","1","0","0","0"
"3908","FALSE",11180,"English","Smaller company",24591,120,0,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3909","FALSE",1.2e+07,"English","Smaller company",2521,90,2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3910","FALSE",5.6e+07,"English","The Walt Disney Studios",19701164,109,8,"1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"3911","FALSE",2e+06,"English","Smaller company",458815,93,4,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3912","FALSE",1.6e+07,"English","Warner Bros. Entertainment",12434778,114,6,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3913","TRUE",1.25e+08,"English","Paramount Global",477200000,101,7,"0","1","0","1","0","1","0","0","1","0","0","0","0","0"
"3914","TRUE",2.8e+08,"English","The Walt Disney Studios",1405403694,141,17,"0","1","0","1","0","1","0","0","0","0","0","0","0","0"
"3915","TRUE",4e+07,"English","Warner Bros. Entertainment",169837010,110,5,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3916","FALSE",6.5e+07,"English","Smaller company",71154592,92,3,"0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"3917","TRUE",1.7e+08,"English","The Walt Disney Studios",714766572,136,10,"0","1","0","1","0","1","0","0","0","0","0","0","0","0"
"3918","FALSE",4e+06,"Europe","Smaller company",9938268,80,0,"0","0","0","0","0","0","0","1","1","0","0","0","0","0"
"3919","FALSE",7700000,"English","Smaller company",1072602,123,4,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3920","FALSE",1.2e+07,"English","Paramount Global",32726956,93,0,"0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"3921","TRUE",1.3e+08,"English","Smaller company",847423452,146,13,"0","1","0","1","0","1","0","0","0","0","0","0","0","0"
"3922","FALSE",180000,"English","Smaller company",175742,85,1,"0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"3923","FALSE",6e+06,"Europe","Smaller company",4588176,99,1,"0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"3924","FALSE",5e+07,"Europe","Smaller company",48600000,105,1,"0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"3925","TRUE",2e+08,"English","Sony Pictures Entertainment",705717432,142,13,"0","1","0","1","0","0","0","0","1","0","0","0","0","0"
"3926","FALSE",6700000,"India","Smaller company",3.1e+07,143,2,"0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"3927","FALSE",1.8e+08,"English","The Walt Disney Studios",758539785,97,6,"0","1","1","1","0","0","0","1","1","0","0","0","0","0"
"3928","FALSE",1e+07,"English","Smaller company",89237,118,4,"1","0","0","0","0","0","0","0","1","0","0","0","0","0"
"3929","FALSE",2e+06,"Europe","Smaller company",1620436,108,0,"1","1","0","0","1","0","0","0","0","0","0","0","0","0"
"3930","TRUE",1.3e+08,"English","The Walt Disney Studios",519311965,117,12,"0","1","0","1","0","1","0","0","0","0","0","0","0","0"
"3931","FALSE",6e+06,"English","Smaller company",31081,89,1,"0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"3932","FALSE",3800000,"Europe","Smaller company",16800000,115,0,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3933","TRUE",3600000,"Europe","Smaller company",24267,120,0,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3934","FALSE",1e+07,"English","Smaller company",21587700,130,5,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3935","FALSE",1500000,"English","Smaller company",1165882,101,2,"0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"3936","FALSE",120000,"India","The Walt Disney Studios",130000,130,0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3937","FALSE",1.75e+08,"English","The Walt Disney Studios",331926147,93,6,"0","0","0","1","0","0","0","1","0","1","0","0","0","0"
"3938","FALSE",1.3e+07,"English","Smaller company",1832541,95,1,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3939","FALSE",1e+08,"English","Paramount Global",392000694,180,9,"1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"3940","TRUE",1.2e+07,"English","Smaller company",15008161,107,12,"0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"3941","FALSE",1.3e+07,"English","Smaller company",48065672,93,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3942","FALSE",5e+07,"English","Smaller company",122915111,115,11,"0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"3943","FALSE",2e+07,"English","NBCUniversal",46089287,109,9,"0","1","0","0","0","1","0","0","0","0","0","0","0","0"
"3944","FALSE",2e+06,"English","Smaller company",1301121,111,2,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3945","FALSE",2e+06,"English","Smaller company",7,92,0,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"3946","FALSE",2.5e+07,"English","Smaller company",71009334,117,10,"1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"3947","FALSE",5e+06,"English","Smaller company",2028612,144,0,"1","0","0","0","0","0","0","0","0","0","0","1","0","0"
"3948","FALSE",4e+07,"English","Warner Bros. Entertainment",95020213,128,4,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3949","FALSE",3.2e+07,"English","Sony Pictures Entertainment",126041322,107,15,"0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"3950","FALSE",2e+07,"English","Sony Pictures Entertainment",16549477,110,2,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3951","TRUE",8e+07,"English","Sony Pictures Entertainment",246984278,100,14,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3952","FALSE",3e+07,"English","Smaller company",63372757,106,5,"1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"3953","FALSE",5.5e+07,"English","Sony Pictures Entertainment",9.5e+07,134,6,"1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"3954","FALSE",1.7e+07,"English","Sony Pictures Entertainment",97542952,91,1,"0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"3955","FALSE",3.5e+07,"English","Smaller company",173965010,111,8,"0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"3956","TRUE",1.03e+08,"English","Smaller company",362000072,100,10,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3957","TRUE",5e+07,"English","Paramount Global",173649015,119,21,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3958","TRUE",1.5e+08,"English","The Walt Disney Studios",1274219009,102,7,"0","0","0","1","0","0","0","1","0","1","0","0","0","0"
"3959","TRUE",7.8e+07,"English","Sony Pictures Entertainment",248384621,95,9,"0","0","0","0","0","0","0","1","0","1","0","0","0","0"
"3960","FALSE",6e+07,"English","Warner Bros. Entertainment",60052138,124,7,"1","0","1","0","0","0","0","0","1","0","0","0","0","0"
"3961","FALSE",2e+06,"English","Smaller company",14400000,100,7,"0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"3962","FALSE",250000,"English","Smaller company",56825,99,0,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3963","FALSE",9500000,"Europe","Smaller company",12250,168,0,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"3964","FALSE",7e+06,"Europe","Smaller company",1310673,170,0,"1","0","0","0","0","1","0","0","0","0","0","0","0","0"
"3965","FALSE",39200000,"Asia","Smaller company",86758912,126,7,"1","1","0","0","0","1","0","0","0","0","0","0","0","0"
"3966","FALSE",3512454,"Europe","Smaller company",115860,95,1,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3967","FALSE",1.6e+07,"English","Smaller company",318982,100,3,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3968","FALSE",1.1e+07,"Europe","Smaller company",7200000,104,0,"0","1","0","1","0","0","0","0","1","0","0","0","0","0"
"3969","FALSE",5e+06,"English","Smaller company",40400,101,5,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3970","FALSE",7e+06,"India","Smaller company",1.6e+07,136,0,"0","1","0","0","0","0","0","0","0","0","0","0","0","1"
"3971","FALSE",3e+07,"English","Smaller company",36894225,111,3,"0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"3972","FALSE",2.8e+07,"English","Smaller company",97594140,115,1,"0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"3973","FALSE",1e+06,"English","Smaller company",9138338,98,4,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"3974","TRUE",1.7e+07,"English","Smaller company",115350426,112,8,"0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"3975","FALSE",380000,"English","Smaller company",520000,0,0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3976","FALSE",5e+05,"English","Smaller company",5e+05,87,0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3977","FALSE",1.1e+07,"English","NBCUniversal",1659542,82,3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3978","FALSE",1,"English","Smaller company",2755584,73,0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3979","FALSE",1e+05,"English","Smaller company",95000,86,0,"0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"3980","FALSE",3.5e+07,"English","Smaller company",13785015,106,6,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3981","FALSE",1.2e+07,"English","Smaller company",35931410,128,11,"1","0","0","0","0","0","0","0","0","0","1","0","0","0"
"3982","TRUE",50000,"India","Smaller company",3e+05,110,0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3983","FALSE",5.5e+07,"English","Smaller company",259207227,95,7,"0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"3984","FALSE",3730500,"English","Smaller company",6294161,112,1,"1","1","0","0","1","0","0","0","0","0","0","0","0","0"
"3985","FALSE",1e+08,"English","The Walt Disney Studios",268426634,102,7,"0","0","0","1","0","0","0","1","1","1","0","0","0","0"
"3986","FALSE",5.8e+07,"English","The Walt Disney Studios",4.4e+07,119,8,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3987","FALSE",9e+07,"English","Warner Bros. Entertainment",188133322,114,7,"1","0","0","1","0","0","0","0","1","0","0","0","0","0"
"3988","FALSE",6.5e+07,"English","Smaller company",73706,87,7,"0","1","0","0","0","0","0","1","0","1","0","0","0","0"
"3989","FALSE",1.5e+08,"English","Sony Pictures Entertainment",205366737,131,8,"1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"3990","TRUE",7e+07,"English","NBCUniversal",161025640,120,9,"0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"3991","FALSE",1.7e+07,"India","Smaller company",5.1e+07,147,1,"0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"3992","FALSE",1.3e+07,"English","Sony Pictures Entertainment",2570145,90,3,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3993","TRUE",5e+05,"Asia","Smaller company",116207,84,0,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"3994","TRUE",1400000,"India","Smaller company",4100000,320,0,"0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"3995","FALSE",6400000,"India","Smaller company",18800000,144,0,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"3996","FALSE",1.5e+07,"English","Smaller company",21766271,113,4,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"3997","TRUE",1.7e+08,"English","The Walt Disney Studios",773328629,121,16,"0","1","0","1","0","1","0","0","0","0","0","0","0","0"
"3998","FALSE",3e+05,"English","Smaller company",40542,94,3,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3999","FALSE",2840000,"India","Smaller company",11620000,133,2,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
